ArrayID	c Tissue
GSM301683	Kidney
GSM152776	Breast
GSM203746	Kidney
GSM102445	Ovary
GSM117592	Omentum
GSM277709	Ovary
GSM53048	Soft tissue of abdomen
GSM89010	Breast
GSM137948	Kidney
GSM46821	Ovary
GSM46957	Kidney
GSM301651	Breast
GSM203763	Colon
GSM179867	Colon
GSM277737	Omentum
GSM231931	Ovary
GSM138023	Thyroid
GSM179888	Colon
GSM231916	Kidney
GSM76604	Ovary
GSM152698	Breast
GSM117771	Axillary Lymph Node
GSM179933	Breast
GSM301700	Abdominal Wall Soft Tissue
GSM117642	Colon
GSM117584	Breast
GSM179782	Rectum
GSM203655	Kidney
GSM152668	Ovary
GSM117675	Breast
GSM76553	Prostate
GSM53092	Kidney
GSM301657	Breast
GSM301652	Cervical Lymph Node
GSM117660	Breast
GSM152786	Uterus
GSM117581	Breast
GSM203659	Uterus
GSM203796	Uterus
GSM203622	Cervix Uteri
GSM46931	Colon
GSM353895	Colon
GSM89082	Ovary
GSM179853	Cervix
GSM89018	Breast
GSM152584	Liver
GSM102499	Breast
GSM46835	Abdominal wall mass
GSM89049	Colon
GSM137912	Lung
GSM117655	Kidney
GSM179851	Uterus
GSM89059	Testis
GSM152783	Prostate
GSM76591	Kidney
GSM277695	Lung
GSM88977	Prostate
GSM152682	Uterus
GSM102453	Rectum
GSM117755	Small Intestine
GSM53113	Colon
GSM277701	Pancreas
GSM76501	Colon
GSM179788	Uterus
GSM46830	Ovary
GSM89100	Rectosigmoid
GSM88968	Colon
GSM76579	Renal Pelvis
GSM179896	Breast
GSM231958	Colon
GSM76518	Kidney
GSM179935	Kidney
GSM203705	Colon
GSM76615	Colon
GSM231942	Kidney
GSM231910	Kidney
GSM179842	Kidney
GSM179856	Cecum
GSM179932	Breast
GSM137985	Rectosigmoid colon
GSM46831	Ovary
GSM102512	Lung
GSM231899	Lung
GSM102540	Colon
GSM325803	Uterus
GSM46885	Breast
GSM102568	Colon
GSM179840	Liver
GSM179795	Colon
GSM152766	Breast
GSM76626	Kidney
GSM117745	Breast
GSM38058	Bronchus & Lung
GSM301691	Rectosigmoid
GSM102434	Bladder
GSM46825	Kidney
GSM203768	Uterus
GSM76646	Omentum
GSM46952	Breast
GSM102577	Colon
GSM53069	Ovary
GSM137943	Breast
GSM53039	Stomach
GSM203651	Uterus
GSM152732	Urinary Bladder
GSM353900	Colon
GSM179802	Corpus Uteri
GSM76598	Colon
GSM231972	Kidney
GSM301660	Ovary
GSM203727	Kidney
GSM301681	Ovary
GSM301653	Breast
GSM38089	Colon
GSM152689	Uterus
GSM102474	Small Intestine
GSM179915	Kidney
GSM138024	Thyroid
GSM117644	Kidney
GSM179824	Uterus
GSM46856	Rectosigmoid
GSM76639	Colon
GSM203646	Uterus
GSM88989	Kidney
GSM53172	Breast
GSM137981	Sigmoid colon
GSM38087	Fallopian Tube
GSM89093	Ovary
GSM117750	Kidney
GSM179850	Ovary
GSM152579	Colon
GSM88980	Breast
GSM76607	Colon
GSM46890	Breast
GSM152575	Prostate
GSM46926	Corpus uteri
GSM179807	Ovary
GSM137980	Endometrium
GSM137968	Endometrium
GSM102574	Colon
GSM231893	Uterus
GSM46944	Kidney
GSM152801	Kidney
GSM137999	Rectum
GSM203654	Omentum
GSM325817	Kidney
GSM179912	Uterus
GSM89027	Iliac bone & soft tissue
GSM301707	Uterus
GSM137911	Uterus
GSM46840	L Adnexa
GSM152717	Urinary bladder
GSM152566	Cervical Lymph Node
GSM301695	Ovary
GSM137934	Kidney
GSM117747	Colon
GSM152615	Breast
GSM53067	Endometrium
GSM89089	Endometrium
GSM89065	Kidney
GSM102583	Breast
GSM53071	Ureter
GSM88973	Ovary
GSM203684	Colon
GSM301688	Breast
GSM88991	Breast
GSM117577	Rectum
GSM203685	Uterus
GSM203743	Colon
GSM152650	Kidney
GSM353923	Axillary Lymph Node
GSM203720	Soft tissue of arm
GSM179876	Abdominal/Pelvic Tissue
GSM38108	Liver
GSM152601	Stomach (Gastroesophageal junction)
GSM301662	Kidney
GSM325833	Kidney
GSM102439	Breast
GSM117731	Lung
GSM53030	Bladder
GSM179909	Uterus
GSM102469	Endometrium
GSM152663	Thyroid
GSM301661	Kidney
GSM179908	Colon
GSM76570	Kidney
GSM117756	Lung
GSM137938	Exocrine Pancreas
GSM353915	Rectum
GSM231885	Lung
GSM152576	Breast
GSM102493	Colon
GSM88948	L pelvic sidewall
GSM231973	Thyroid
GSM152746	Ovary
GSM152609	Lung
GSM152656	Testis
GSM46838	R adnexa or metastatic transverse colon nodule
GSM203778	Prostate
GSM203664	Brain
GSM353938	Right Colon
GSM353928	Kidney
GSM46846	Breast
GSM38060	Bronchus & Lung
GSM76625	Abdominal wall mass
GSM46852	Breast
GSM117580	Breast
GSM203798	Uterus
GSM179946	Breast
GSM137955	Endometrium
GSM152775	Breast
GSM76547	Omentum
GSM277686	Rectosigmoid Colon
GSM46911	Ovary
GSM117672	Colon
GSM137958	Pancreas
GSM53108	Breast
GSM277687	Liver
GSM203732	Lung
GSM137990	Kidney
GSM76535	Uterus
GSM203756	Pectoral Muscle
GSM301692	Stomach
GSM46901	Rectosigmoid Colon
GSM53097	Bladder
GSM203718	Ovary
GSM231890	Liver
GSM152750	Rectosigmoid
GSM203623	Breast
GSM203755	Colon
GSM203781	Ovary
GSM102581	Colon
GSM76605	Colon
GSM102472	Colon
GSM117632	Lung
GSM76486	Breast
GSM117701	Small Intestine
GSM203708	Breast
GSM102563	Breast
GSM353919	Uterus
GSM46820	Breast
GSM53106	Colon
GSM353886	Omentum
GSM152664	Colon
GSM117694	Kidney
GSM138010	Islets of Langerhans
GSM231869	Kidney
GSM152598	Uterus and cervix
GSM203737	Cervix Uteri
GSM89044	Colon
GSM117752	Colon
GSM277722	Omentum
GSM46935	Omentum
GSM152754	Ovary
GSM231949	Vulva
GSM179916	Spinal cord
GSM137972	Colon
GSM102466	Cervical Lymph Node
GSM53070	Colon
GSM137969	Omentum
GSM53143	Endometrium
GSM89001	Ovary
GSM137957	Ovary
GSM138025	Kidney
GSM203747	Retroperitoneum
GSM102482	Breast
GSM88987	Kidney
GSM102463	Kidney
GSM152718	Popliteal soft tissue
GSM179894	Rectosigmoid
GSM152797	Urinary Bladder
GSM152605	Breast
GSM76557	Parotid Gland
GSM152616	Breast
GSM137982	Omentum
GSM179821	Kidney
GSM152710	Rectosigmoid
GSM179929	Kidney
GSM179778	Colon
GSM231971	Colon
GSM231959	Colon
GSM231930	Ovary
GSM53080	Breast
GSM325829	Colon
GSM301706	Sigmoid Colon
GSM203687	Colon
GSM152565	Testis
GSM89088	Soft Tissue Lt Thigh
GSM231883	Liver
GSM325844	Rectosigmoid Colon
GSM138040	Testis
GSM102442	Transverse colon nodule
GSM325801	Chest Wall
GSM231925	Kidney
GSM152752	Ovary
GSM89006	Breast
GSM76522	Colon
GSM46828	Liver or Omentum
GSM137993	Colon
GSM138001	Lung
GSM277688	Breast
GSM88998	Thyroid
GSM231975	Ovary
GSM353922	Sigmoid Colon
GSM53083	Colon
GSM46887	Colon
GSM76550	Appendix
GSM152585	Breast
GSM88995	Kidney
GSM76630	Lung
GSM102531	Liver
GSM179871	Thyroid
GSM76621	Left Lower Lobe Lung
GSM231953	Colon
GSM152712	Rectum
GSM301658	Cecum
GSM203722	Prostate
GSM203666	Stomach
GSM76649	Endometrium
GSM301712	Cecum
GSM46958	Breast
GSM179934	Uterus
GSM231886	Breast
GSM89028	Omentum or Pelvic Mass
GSM203723	Colon
GSM89077	Breast
GSM117645	Pancreas
GSM152581	Ovary
GSM231881	Prostate
GSM76538	Kidney
GSM76614	Cervix
GSM203721	Soft Tissue Thigh
GSM102490	Kidney
GSM179890	Ovary
GSM53163	Ovary
GSM137916	Lung
GSM353890	Colon
GSM152773	Corpus Uteri
GSM38083	Breast
GSM46912	Endometrium
GSM152646	Ovary
GSM46939	Kidney
GSM117751	Kidney
GSM152757	Lung
GSM53166	Omentum
GSM38096	Rectum
GSM88951	Retroperitoneal Mass
GSM38082	Breast
GSM76593	Breast
GSM152573	Colon
GSM102526	Breast
GSM76584	Peritoneum
GSM76548	Colon
GSM203748	Kidney
GSM76507	Endometrium
GSM46960	Lung
GSM231960	Ovary
GSM179844	Colon
GSM138042	Colon
GSM152723	Cervix Uteri
GSM117661	Breast
GSM152599	Ovary
GSM38079	Prostate
GSM231962	Kidney
GSM203801	Kidney
GSM277718	Kidney
GSM46925	Ovary
GSM117685	Breast
GSM203786	Prostate
GSM152758	Soft tissue of arm
GSM76599	Ovary
GSM203772	Uterus
GSM89058	Kidney
GSM102555	Lung
GSM137963	Breast
GSM117600	Endometrium
GSM53100	Ovary
GSM203673	Colon
GSM203745	Sigmoid colon
GSM231924	Ovary
GSM89031	Stomach
GSM152603	Ovary
GSM102553	Lung
GSM38097	Skin
GSM53034	Breast
GSM102476	Cervix
GSM301696	Ovary
GSM203676	Liver
GSM102487	Breast
GSM117682	Kidney
GSM76488	Lung
GSM179923	Renal Pelvis
GSM152564	Breast
GSM89090	Colon
GSM46822	Abdominal mass
GSM117688	Axillary Lymph Node
GSM46963	Kidney
GSM277703	Ovary
GSM117683	Rectum
GSM46956	Colon
GSM102447	Lung
GSM76489	Ovary
GSM117704	Endometrium
GSM231985	Thyroid
GSM76595	Lung
GSM76568	Kidney
GSM53142	Colon
GSM117589	Endometrium
GSM117629	Lung
GSM301689	Chest Wall
GSM117686	Breast
GSM179861	Breast
GSM53185	Ovary
GSM203626	Ovary
GSM102450	Lung
GSM203698	Thyroid
GSM179891	Breast
GSM53041	Small intestine
GSM46970	Liver
GSM38098	Rectosigmoid Junction
GSM325800	Liver
GSM179922	Colon
GSM46861	Colon
GSM231965	Ovary
GSM46854	Uterus
GSM152803	Breast
GSM152743	Retroperitoneal mass
GSM117762	Exocrine Pancreas
GSM138052	Colon
GSM138000	Kidney
GSM203691	Colon
GSM46818	Omentum
GSM179785	Abdominal mass
GSM152617	Prostate
GSM46973	Lung
GSM76644	Liver
GSM152700	Ovary
GSM217787	lymphocytes (blood)
GSM217778	lymphocytes (blood)
GSM217766	lymphocytes (blood)
GSM217777	lymphocytes (blood)
GSM217782	lymphocytes (blood)
GSM217770	lymphocytes (blood)
GSM217772	lymphocytes (blood)
GSM217780	lymphocytes (blood)
GSM217776	lymphocytes (blood)
GSM217781	lymphocytes (blood)
GSM217774	lymphocytes (blood)
GSM217773	lymphocytes (blood)
GSM217786	lymphocytes (blood)
GSM217767	lymphocytes (blood)
GSM217779	lymphocytes (blood)
GSM217784	lymphocytes (blood)
GSM217768	lymphocytes (blood)
GSM217783	lymphocytes (blood)
GSM217775	lymphocytes (blood)
GSM217785	lymphocytes (blood)
GSM217771	lymphocytes (blood)
GSM217769	lymphocytes (blood)
GSM362328	Human pancreatic adenocarcinoma cells (BxPC3) grown on the chick-chorio-allantoic membrane for 1 day (T1)
GSM362337	Human pancreatic adenocarcinoma cells (BxPC3) grown on the chick-chorio-allantoic membrane for 6 days (T6)
GSM361954	human metastatic breast cell line MDA-MB-231, infected with a Retroviral construct expressing small-hairpin RNA against GFP (shGFP), untreated, control MDA-MB-231 cells
GSM361962	human metastatic breast cell line MDA-MB-231, infected with a Retroviral construct expressing small-hairpin RNA against TP53 (shp53), untreated, mutant-p53 depleted MDA-MB-231 cells
GSM361963	human metastatic breast cell line MDA-MB-231, infected with a Retroviral construct expressing small-hairpin RNA against TP53 (shp53), untreated, mutant-p53 depleted MDA-MB-231 cells
GSM361969	human metastatic breast cell line MDA-MB-231, infected with a Retroviral construct expressing small-hairpin RNA against TP53 (shp53), treated with TGFbeta (5ug/ml) for 3 hrs, mutant-p53 depleted MDA-MB-231 cells
GSM361968	human metastatic breast cell line MDA-MB-231, infected with a Retroviral construct expressing small-hairpin RNA against TP53 (shp53), treated with TGFbeta (5ug/ml) for 3 hrs, mutant-p53 depleted MDA-MB-231 cells
GSM361955	human metastatic breast cell line MDA-MB-231, infected with a Retroviral construct expressing small-hairpin RNA against GFP (shGFP), untreated, control MDA-MB-231 cells
GSM361957	human metastatic breast cell line MDA-MB-231, infected with a Retroviral construct expressing small-hairpin RNA against GFP (shGFP), untreated, control MDA-MB-231 cells
GSM361960	human metastatic breast cell line MDA-MB-231, infected with a Retroviral construct expressing small-hairpin RNA against GFP (shGFP), treated with TGFbeta (5ug/ml) for 3 hrs, control MDA-MB-231 cells
GSM361966	human metastatic breast cell line MDA-MB-231, infected with a Retroviral construct expressing small-hairpin RNA against TP53 (shp53), treated with TGFbeta (5ug/ml) for 3 hrs, mutant-p53 depleted MDA-MB-231 cells
GSM361958	human metastatic breast cell line MDA-MB-231, infected with a Retroviral construct expressing small-hairpin RNA against GFP (shGFP), treated with TGFbeta (5ug/ml) for 3 hrs, control MDA-MB-231 cells
GSM361959	human metastatic breast cell line MDA-MB-231, infected with a Retroviral construct expressing small-hairpin RNA against GFP (shGFP), treated with TGFbeta (5ug/ml) for 3 hrs, control MDA-MB-231 cells
GSM361961	human metastatic breast cell line MDA-MB-231, infected with a Retroviral construct expressing small-hairpin RNA against GFP (shGFP), treated with TGFbeta (5ug/ml) for 3 hrs, control MDA-MB-231 cells
GSM361965	human metastatic breast cell line MDA-MB-231, infected with a Retroviral construct expressing small-hairpin RNA against TP53 (shp53), untreated, mutant-p53 depleted MDA-MB-231 cells
GSM361956	human metastatic breast cell line MDA-MB-231, infected with a Retroviral construct expressing small-hairpin RNA against GFP (shGFP), untreated, control MDA-MB-231 cells
GSM361964	human metastatic breast cell line MDA-MB-231, infected with a Retroviral construct expressing small-hairpin RNA against TP53 (shp53), untreated, mutant-p53 depleted MDA-MB-231 cells
GSM361967	human metastatic breast cell line MDA-MB-231, infected with a Retroviral construct expressing small-hairpin RNA against TP53 (shp53), treated with TGFbeta (5ug/ml) for 3 hrs, mutant-p53 depleted MDA-MB-231 cells
GSM302414	Growing activated hepatic stellate cells
GSM302415	Senescent activated hepatic stellate cells
GSM302416	Growing activated hepatic stellate cells
GSM302417	Senescent activated hepatic stellate cells
GSM421933	U937 myelomonocytic cell line, PIR knock-down
GSM421934	U937 myelomonocytic cell line, PIR knock-down
GSM421936	U937 myelomonocytic cell line, control
GSM421935	U937 myelomonocytic cell line, control
GSM276213	differentiated U937 cells, untreated, 18h
GSM276209	differentiated U937 cells, untreated, 4h
GSM276216	differentiated U937 cells, ROS exposed, 1uM curcumin treated, 18h
GSM276227	differentiated U937 cells, ROS exposed, 4h
GSM276215	differentiated U937 cells, ROS exposed, 18h
GSM276212	differentiated U937 cells, ROS exposed, 1uM curcumin treated, 4h
GSM276218	differentiated U937 cells, 1uM curcumin treated, 4h
GSM276231	differentiated U937 cells, ROS exposed, 18h
GSM276230	differentiated U937 cells, 1uM curcumin treated, 18h
GSM276222	differentiated U937 cells, 1uM curcumin treated, 18h
GSM276221	differentiated U937 cells, untreated, 18h
GSM276232	differentiated U937 cells, ROS exposed, 1uM curcumin treated, 18h
GSM276224	differentiated U937 cells, ROS exposed, 1uM curcumin treated, 18h
GSM276210	differentiated U937 cells, 1uM curcumin treated, 4h
GSM276214	differentiated U937 cells, 1uM curcumin treated, 18h
GSM276220	differentiated U937 cells, ROS exposed, 1uM curcumin treated, 4h
GSM276223	differentiated U937 cells, ROS exposed, 18h
GSM276211	differentiated U937 cells, ROS exposed, 4h
GSM276226	differentiated U937 cells, 1uM curcumin treated, 4h
GSM276228	differentiated U937 cells, ROS exposed, 1uM curcumin treated, 4h
GSM276219	differentiated U937 cells, ROS exposed, 4h
GSM276229	differentiated U937 cells, untreated, 18h
GSM276225	differentiated U937 cells, untreated, 4h
GSM276217	differentiated U937 cells, untreated, 4h
GSM183310	296 human embryonic kidney cells with pcDNA3.1/V5/HisA
GSM183313	295 human embryonic kidney cells with pmiRNA cluster
GSM183314	296 human embryonic kidney cells with pmiRNA cluster
GSM183308	294 human embryonic kidney cells with pcDNA3.1/V5/HisA
GSM183311	293 human embryonic kidney cells with pmiRNA cluster
GSM183307	293 human embryonic kidney cells with pcDNA3.1/V5/HisA
GSM183312	294 human embryonic kidney cells with pmiRNA cluster
GSM183309	295 human embryonic kidney cells with pcDNA3.1/V5/HisA
GSM491282	tumor breast tissue
GSM491252	tumor breast tissue
GSM491227	tumor breast tissue
GSM491182	tumor breast tissue
GSM491206	tumor breast tissue
GSM491276	tumor breast tissue
GSM491187	tumor breast tissue
GSM491191	tumor breast tissue
GSM491220	tumor breast tissue
GSM491269	tumor breast tissue
GSM491254	tumor breast tissue
GSM491175	tumor breast tissue
GSM491262	tumor breast tissue
GSM491224	tumor breast tissue
GSM491231	tumor breast tissue
GSM491236	tumor breast tissue
GSM491209	tumor breast tissue
GSM491205	tumor breast tissue
GSM491287	tumor breast tissue
GSM491192	tumor breast tissue
GSM491249	tumor breast tissue
GSM491197	tumor breast tissue
GSM491255	tumor breast tissue
GSM491223	tumor breast tissue
GSM491176	tumor breast tissue
GSM491267	tumor breast tissue
GSM491204	tumor breast tissue
GSM491289	tumor breast tissue
GSM491239	tumor breast tissue
GSM491225	tumor breast tissue
GSM491234	tumor breast tissue
GSM491218	tumor breast tissue
GSM491263	tumor breast tissue
GSM491268	tumor breast tissue
GSM491284	tumor breast tissue
GSM491259	tumor breast tissue
GSM491245	tumor breast tissue
GSM491213	tumor breast tissue
GSM491228	tumor breast tissue
GSM491210	tumor breast tissue
GSM491208	tumor breast tissue
GSM491238	tumor breast tissue
GSM491240	tumor breast tissue
GSM491244	tumor breast tissue
GSM491286	tumor breast tissue
GSM491271	tumor breast tissue
GSM491194	tumor breast tissue
GSM491230	tumor breast tissue
GSM491217	tumor breast tissue
GSM491181	tumor breast tissue
GSM491266	tumor breast tissue
GSM491247	tumor breast tissue
GSM491222	tumor breast tissue
GSM491211	tumor breast tissue
GSM491193	tumor breast tissue
GSM491214	tumor breast tissue
GSM491248	tumor breast tissue
GSM491241	tumor breast tissue
GSM491277	tumor breast tissue
GSM491184	tumor breast tissue
GSM491253	tumor breast tissue
GSM491270	tumor breast tissue
GSM491261	tumor breast tissue
GSM491246	tumor breast tissue
GSM491260	tumor breast tissue
GSM491215	tumor breast tissue
GSM491258	tumor breast tissue
GSM491185	tumor breast tissue
GSM491243	tumor breast tissue
GSM491221	tumor breast tissue
GSM491281	tumor breast tissue
GSM491275	tumor breast tissue
GSM491256	tumor breast tissue
GSM491183	tumor breast tissue
GSM491212	tumor breast tissue
GSM491188	tumor breast tissue
GSM491280	tumor breast tissue
GSM491272	tumor breast tissue
GSM491265	tumor breast tissue
GSM491229	tumor breast tissue
GSM491283	tumor breast tissue
GSM491201	tumor breast tissue
GSM491285	tumor breast tissue
GSM491278	tumor breast tissue
GSM491216	tumor breast tissue
GSM491242	tumor breast tissue
GSM333857	MCF10A human mammary epithelial cell line with pQCXIH-YAP-WT
GSM333829	MCF10A human mammary epithelial cell line with pQCXIH vector
GSM333865	MCF10A human mammary epithelial cell line with pQCXIH-YAP-W1W2
GSM333862	MCF10A human mammary epithelial cell line with pQCXIH-YAP-S94A
GSM360321	Human embryonic kidney cells (HEK293) at 0hr
GSM360325	Human embryonic kidney cells (HEK293) treated with epoxomicin for 1hr
GSM360326	Human embryonic kidney cells (HEK293) treated with epoxomicin for 1hr
GSM360324	Human embryonic kidney cells (HEK293) treated with epoxomicin for 1hr
GSM360331	Human embryonic kidney cells (HEK293) treated with epoxomicin for 6hr
GSM360329	Human embryonic kidney cells (HEK293) treated with epoxomicin for 6hr
GSM360320	Human embryonic kidney cells (HEK293) at 0hr
GSM360330	Human embryonic kidney cells (HEK293) treated with epoxomicin for 6hr
GSM360322	Human embryonic kidney cells (HEK293) at 0hr
GSM360328	Human embryonic kidney cells (HEK293) treated with epoxomicin for 6hr
GSM360327	Human embryonic kidney cells (HEK293) treated with epoxomicin for 1hr
GSM360323	Human embryonic kidney cells (HEK293) at 0hr
GSM468802	Epithelial cells, from dissociated mammospheres obtained from reductive mammoplasties
GSM468806	Epithelial cells, from dissociated mammospheres obtained from reductive mammoplasties
GSM468807	Epithelial cells, from dissociated mammospheres obtained from reductive mammoplasties
GSM468805	Epithelial cells, from dissociated mammospheres obtained from reductive mammoplasties
GSM468803	Epithelial cells, from dissociated mammospheres obtained from reductive mammoplasties
GSM468804	Epithelial cells, from dissociated mammospheres obtained from reductive mammoplasties
GSM126418	LS180 cell line treated with Caffeine and Actinomycin D/Caffeine
GSM126421	SW480 cell line treated with Caffeine and Actinomycin D
GSM126420	LS180 cell line treated with emetine
GSM126424	SW480 cell line treated with emetine
GSM126417	LS180 cell line treated with Caffeine and Actinomycin D
GSM126422	SW480 cell line treated with Caffeine and Actinomycin D/Caffeine
GSM126419	LS180 cell line untreated
GSM126423	SW480 cell line untreated
GSM272514	White blood human cells
GSM272551	White blood human cells
GSM272554	White blood human cells
GSM272520	White blood human cells
GSM272556	White blood human cells
GSM272547	White blood human cells
GSM272536	White blood human cells
GSM272534	White blood human cells
GSM272499	White blood human cells
GSM272567	White blood human cells
GSM272577	White blood human cells
GSM272505	White blood human cells
GSM272561	White blood human cells
GSM272504	White blood human cells
GSM272568	White blood human cells
GSM272506	White blood human cells
GSM272555	White blood human cells
GSM272518	White blood human cells
GSM272516	White blood human cells
GSM272565	White blood human cells
GSM272513	White blood human cells
GSM272503	White blood human cells
GSM272549	White blood human cells
GSM272521	White blood human cells
GSM272538	White blood human cells
GSM272527	White blood human cells
GSM272564	White blood human cells
GSM272528	White blood human cells
GSM272533	White blood human cells
GSM272540	White blood human cells
GSM272578	White blood human cells
GSM272508	White blood human cells
GSM272531	White blood human cells
GSM272502	White blood human cells
GSM272560	White blood human cells
GSM272557	White blood human cells
GSM272576	White blood human cells
GSM272501	White blood human cells
GSM272532	White blood human cells
GSM272573	White blood human cells
GSM272537	White blood human cells
GSM272530	White blood human cells
GSM272571	White blood human cells
GSM272572	White blood human cells
GSM272543	White blood human cells
GSM272548	White blood human cells
GSM272574	White blood human cells
GSM272550	White blood human cells
GSM272579	White blood human cells
GSM272566	White blood human cells
GSM272570	White blood human cells
GSM272500	White blood human cells
GSM272563	White blood human cells
GSM272535	White blood human cells
GSM272522	White blood human cells
GSM272515	White blood human cells
GSM272544	White blood human cells
GSM272523	White blood human cells
GSM272558	White blood human cells
GSM272524	White blood human cells
GSM272526	White blood human cells
GSM272512	White blood human cells
GSM272519	White blood human cells
GSM272539	White blood human cells
GSM272553	White blood human cells
GSM272552	White blood human cells
GSM272511	White blood human cells
GSM272569	White blood human cells
GSM272525	White blood human cells
GSM272507	White blood human cells
GSM272517	White blood human cells
GSM272541	White blood human cells
GSM272559	White blood human cells
GSM272529	White blood human cells
GSM272546	White blood human cells
GSM272562	White blood human cells
GSM272510	White blood human cells
GSM272545	White blood human cells
GSM272575	White blood human cells
GSM272509	White blood human cells
GSM272542	White blood human cells
GSM151866	FACS-purified CFSE^lo CCR7+ IL-7R^ hi cells
GSM151864	FACS-purified CFSE^lo CCR7+ IL-7R^ hi cells
GSM151867	FACS-purified CFSE^lo CCR7+ IL-7R^ hi cells
GSM151865	FACS-purified CFSE^lo CCR7+ IL-7R^ hi cells
GSM304265	Pool of ten normal human tissues for reference
GSM304260	Pool of 10 human oocytes
GSM304263	Pool of ten normal human tissues for reference
GSM304264	Pool of ten normal human tissues for reference
GSM304262	Pool of 10 human oocytes
GSM304261	Pool of 10 human oocytes
GSM157171	Human Melanotransferrin Downregulation - SK-Mel-28 Cell Line - MTf/B2
GSM157170	Human Melanotransferrin Downregulation - SK-Mel-28 Cell Line - MTf/B1
GSM157169	Human Melanotransferrin Downregulation - SK-Mel-28 Cell Line - Scrambled Control
GSM160534	Immature dendritic cells cultivated in medium for 6h
GSM160530	Immature dendritic cells cultivated in medium for 6h
GSM160532	Immature dendritic cells cultivated together with Aspergillus fumigatus germ tubes for 6h
GSM160536	Immature dendritic cells cultivated together with Aspergillus fumigatus germ tubes for 6h
GSM280377	Post Vaccination tumor
GSM280373	Post Vaccination tumor
GSM279184	Pre Vaccination tumor
GSM280360	Pre Vaccination Control Non Vaccinated tumor
GSM280367	Post Vaccination Control Non Vaccinated tumor
GSM280362	Post Vaccination Control Non Vaccinated tumor
GSM280371	Pre Vaccination tumor
GSM280369	Pre Vaccination tumor
GSM280370	Post Vaccination tumor
GSM280374	Pre Vaccination tumor
GSM280378	Pre Vaccination tumor
GSM280361	Post Vaccination Control Non Vaccinated tumor
GSM280297	Pre Vaccination Control Non Vaccinated tumor
GSM280298	Post Vaccination Control Non Vaccinated tumor
GSM279179	Post Vaccination tumor
GSM279187	Post Vaccination tumor
GSM280372	Post Vaccination tumor
GSM280375	Post Vaccination Control Non Vaccinated tumor
GSM280363	Pre Vaccination Control Non Vaccinated tumor
GSM279182	Pre Vaccination tumor
GSM280368	Pre Vaccination Control Non Vaccinated tumor
GSM280376	Pre Vaccination Control Non Vaccinated tumor
GSM245943	Vasectomised epididimus,45 years-old, caput segment
GSM245945	Vasectomised epididimus,47 years-old, corpus segment
GSM245942	Vasectomised epididimus,45 years-old, corpus segment
GSM245946	Vasectomised epididimus,47 years-old, caput segment
GSM245941	Vasectomised epididimus,1980, cauda segment
GSM245947	Vasectomised epididimus,47years-old, cauda segment
GSM245939	Vasectomised epididimus,1980, corpus segment
GSM245944	Vasectomised epididimus,45 years-old, cauda segment
GSM245940	Vasectomised epididimus,1980, caput segment
GSM352109	Bone
GSM352131	Bone
GSM352128	Brain
GSM352123	Bone
GSM352119	Bone
GSM352132	Lung
GSM352122	Brain
GSM352105	Bone
GSM352121	Brain
GSM352115	Brain
GSM352107	Brain
GSM352100	Bone
GSM352127	Lung
GSM352110	Brain
GSM352120	Brain
GSM352117	Bone
GSM352125	Brain
GSM352103	Bone
GSM352129	Brain
GSM352124	Bone
GSM352095	Lung
GSM352111	Brain
GSM352114	Lung
GSM352130	Brain
GSM352126	Bone
GSM352097	Brain
GSM352113	Brain
GSM352101	Brain
GSM352098	Brain
GSM213034	Whole Lung
GSM212074	Whole Lung
GSM210194	Whole Lung
GSM212850	Whole Lung
GSM210007	Whole Lung
GSM210196	Whole Lung
GSM210090	Whole Lung
GSM212811	Whole Lung
GSM211872	Whole Lung
GSM210009	Whole Lung
GSM210011	Whole Lung
GSM212853	Whole Lung
GSM212075	Whole Lung
GSM210188	Whole lung
GSM210014	Whole Lung
GSM210005	Whole Lung
GSM212852	Whole Lung
GSM212787	Whole Lung
GSM212790	Whole Lung
GSM210010	Whole Lung
GSM213019	Whole Lung
GSM210004	Whole lung
GSM212854	Whole lung
GSM212809	Whole lung
GSM212789	Whole Lung
GSM210071	Whole Lung
GSM211010	Whole Lung
GSM213035	Whole Lung
GSM212810	Whole Lung
GSM211865	Whole Lung
GSM210008	Whole Lung
GSM210992	Whole Lung
GSM212068	Whole Lung
GSM210015	Whole Lung
GSM213037	Whole Lung
GSM212069	Whole Lung
GSM210192	Whole Lung
GSM211009	Whole Lung
GSM211007	Whole Lung
GSM213020	Whole Lung
GSM210012	Whole Lung
GSM212848	Whole Lung
GSM210006	Whole Lung
GSM213036	Whole Lung
GSM210193	Whole Lung
GSM210087	Whole Lung
GSM213018	Whole Lung
GSM212849	Whole Lung
GSM210994	Whole Lung
GSM212788	Whole Lung
GSM212067	Whole Lung
GSM210978	Whole Lung
GSM210979	Whole Lung
GSM213017	Whole Lung
GSM212070	Whole Lung
GSM212855	Whole Lung
GSM210993	Whole Lung
GSM211008	Whole Lung
GSM158670	Normal human mammary epithelial cells, hTERT-immortalized
GSM158666	BPE cells (Normal human mammary epithelial cells, hTERT-immortalized)
GSM158674	Normal human mammary epithelial cells, hTERT-immortalized
GSM158667	BPE cells (Normal human mammary epithelial cells, hTERT-immortalized)
GSM158678	BPE cells (Normal human mammary epithelial cells, hTERT-immortalized)
